src_region,src_tier,src_instance_class,dst_region,dst_tier,dst_instance_class,min_rtt,avg_rtt,max_rtt,mdev_rtt
aws:ap-northeast-2,PREMIUM,m5.large,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,117.203,117.301,117.389,0.379
aws:ap-northeast-2,PREMIUM,m5.large,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,178.589,178.696,178.863,0.573
azure:eastasia,PREMIUM,Standard_D2_v3,aws:eu-west-2,PREMIUM,m5.large,204.059,204.191,204.32,0.294
azure:swedencentral,PREMIUM,Standard_D2_v3,aws:ap-northeast-2,PREMIUM,m5.large,257.261,257.396,257.664,0.411
azure:westus,PREMIUM,Standard_D2_v3,gcp:europe-west6-a,PREMIUM,n2-standard-4,156.661,156.72,156.829,0.055
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:europe-west2-a,STANDARD,n2-standard-4,18.377,18.705,20.541,0.639
aws:eu-north-1,PREMIUM,m5.large,gcp:europe-west3-a,PREMIUM,n2-standard-4,28.258,28.376,28.494,0.134
aws:us-west-1,PREMIUM,m5.large,gcp:europe-north1-a,PREMIUM,n2-standard-4,171.501,171.531,171.563,0.021
azure:australiaeast,PREMIUM,Standard_D2_v3,gcp:asia-southeast1-a,STANDARD,n2-standard-4,89.371,89.784,91.052,0.582
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:europe-west2-a,STANDARD,n2-standard-4,,,,
aws:ap-northeast-3,PREMIUM,m5.large,gcp:us-central1-a,PREMIUM,n2-standard-4,132.202,132.344,132.493,0.409
aws:me-south-1,PREMIUM,m5.large,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,185.408,185.457,185.552,0.579
gcp:southamerica-west1-a,PREMIUM,n2-standard-4,gcp:us-east4-a,STANDARD,n2-standard-4,,,,
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,STANDARD,n2-standard-4,324.643,324.868,325.732,0.589
aws:eu-north-1,PREMIUM,m5.large,gcp:europe-west4-a,STANDARD,n2-standard-4,24.551,24.647,24.866,0.228
gcp:us-east4-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,,,,
azure:brazilsouth,PREMIUM,Standard_D2_v3,aws:eu-central-1,PREMIUM,m5.large,192.767,192.899,193.173,0.496
azure:canadacentral,PREMIUM,Standard_D2_v3,aws:eu-west-1,PREMIUM,m5.large,80.159,80.454,81.699,0.512
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:europe-west3-a,STANDARD,n2-standard-4,,,,
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,STANDARD,n2-standard-4,165.497,165.576,165.756,0.199
gcp:asia-southeast2-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,PREMIUM,n2-standard-4,,,,
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,PREMIUM,n2-standard-4,,,,
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:europe-west2-a,PREMIUM,n2-standard-4,88.359,88.708,89.847,0.515
aws:ap-northeast-3,PREMIUM,m5.large,gcp:southamerica-east1-a,STANDARD,n2-standard-4,284.236,284.319,284.376,0.716
aws:ap-northeast-1,PREMIUM,m5.large,aws:ap-south-1,PREMIUM,m5.large,125.218,125.239,125.276,0.387
gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
azure:eastus,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,STANDARD,n2-standard-4,234.158,234.391,234.586,0.586
aws:ap-northeast-1,PREMIUM,m5.large,aws:me-south-1,PREMIUM,m5.large,162.331,162.348,162.359,0.009
aws:us-east-1,PREMIUM,m5.large,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,210.873,210.959,211.058,0.505
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,STANDARD,n2-standard-4,207.001,207.13,207.281,0.503
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:us-east1-b,STANDARD,n2-standard-4,86.628,86.732,86.788,0.268
gcp:us-west4-a,PREMIUM,n2-standard-4,gcp:asia-southeast1-a,STANDARD,n2-standard-4,,,,
aws:ca-central-1,PREMIUM,m5.large,gcp:europe-west4-a,STANDARD,n2-standard-4,91.809,91.998,92.123,0.255
aws:us-west-2,PREMIUM,m5.large,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,128.837,129.046,129.484,0.33
gcp:asia-east1-a,STANDARD,n2-standard-4,gcp:europe-west3-a,STANDARD,n2-standard-4,,,,
aws:ap-northeast-2,PREMIUM,m5.large,gcp:australia-southeast1-a,PREMIUM,n2-standard-4,175.661,175.752,175.859,0.565
aws:me-south-1,PREMIUM,m5.large,gcp:southamerica-east1-a,STANDARD,n2-standard-4,300.21,300.299,300.373,0.492
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:asia-northeast1-a,STANDARD,n2-standard-4,,,,
aws:ca-central-1,PREMIUM,m5.large,gcp:asia-northeast1-a,STANDARD,n2-standard-4,171.884,171.97,172.016,0.265
aws:eu-west-1,PREMIUM,m5.large,gcp:us-west4-a,STANDARD,n2-standard-4,148.406,148.476,148.611,0.367
aws:us-east-2,PREMIUM,m5.large,gcp:australia-southeast2-a,PREMIUM,n2-standard-4,210.578,210.664,210.741,0.21
aws:ap-south-1,PREMIUM,m5.large,gcp:us-central1-a,PREMIUM,n2-standard-4,237.527,237.691,237.902,0.324
aws:eu-west-2,PREMIUM,m5.large,gcp:europe-west6-a,STANDARD,n2-standard-4,20.211,20.3,20.404,0.107
aws:ap-south-1,PREMIUM,m5.large,aws:ap-southeast-1,PREMIUM,m5.large,54.676,54.7,54.746,0.024
aws:eu-west-2,PREMIUM,m5.large,aws:us-east-1,PREMIUM,m5.large,76.944,76.981,77.165,0.284
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:us-central1-a,STANDARD,n2-standard-4,132.039,132.134,132.288,0.291
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:us-east1-b,PREMIUM,n2-standard-4,155.317,155.463,155.691,0.269
aws:ap-east-1,PREMIUM,m5.large,aws:ap-southeast-2,PREMIUM,m5.large,137.881,137.893,137.91,0.406
aws:eu-west-1,PREMIUM,m5.large,gcp:asia-southeast2-a,STANDARD,n2-standard-4,200.355,200.464,200.55,0.405
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,STANDARD,n2-standard-4,230.991,231.123,231.223,0.611
gcp:australia-southeast1-a,STANDARD,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:europe-west3-a,STANDARD,n2-standard-4,2.275,2.415,2.964,0.202
aws:eu-west-1,PREMIUM,m5.large,gcp:us-west4-a,PREMIUM,n2-standard-4,142.398,142.469,142.61,0.511
aws:ap-south-1,PREMIUM,m5.large,gcp:europe-west1-b,STANDARD,n2-standard-4,125.21,125.391,125.715,0.21
gcp:europe-west3-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,,,,
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:europe-west3-a,PREMIUM,n2-standard-4,35.317,35.401,35.574,0.235
aws:us-east-1,PREMIUM,m5.large,gcp:asia-southeast2-a,STANDARD,n2-standard-4,234.035,234.118,234.236,0.651
gcp:us-west1-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:europe-north1-a,STANDARD,n2-standard-4,146.76,146.962,147.126,0.357
aws:ap-east-1,PREMIUM,m5.large,gcp:asia-east1-a,STANDARD,n2-standard-4,19.603,19.727,19.989,0.186
aws:ap-northeast-1,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,182.213,182.305,182.397,0.43
aws:us-west-2,PREMIUM,m5.large,gcp:asia-south1-a,PREMIUM,n2-standard-4,227.21,227.276,227.377,0.219
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,236.174,236.314,236.468,0.621
aws:eu-west-1,PREMIUM,m5.large,gcp:europe-west6-a,STANDARD,n2-standard-4,29.264,29.405,29.585,0.234
gcp:europe-west6-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,STANDARD,n2-standard-4,,,,
aws:eu-central-1,PREMIUM,m5.large,aws:sa-east-1,PREMIUM,m5.large,204.187,204.213,204.242,0.495
aws:ap-south-1,PREMIUM,m5.large,gcp:europe-west3-a,STANDARD,n2-standard-4,115.261,115.471,115.604,0.352
aws:ap-northeast-1,PREMIUM,m5.large,gcp:asia-east1-a,STANDARD,n2-standard-4,79.88,79.951,80.021,0.36
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,PREMIUM,n2-standard-4,209.41,209.721,210.554,0.534
azure:westus3,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,PREMIUM,n2-standard-4,153.5,153.78,154.277,0.266
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:us-east4-a,PREMIUM,n2-standard-4,,,,
azure:swedencentral,PREMIUM,Standard_D2_v3,aws:af-south-1,PREMIUM,m5.large,180.312,180.391,180.503,0.427
aws:eu-west-2,PREMIUM,m5.large,gcp:us-west4-a,PREMIUM,n2-standard-4,135.591,135.678,135.777,0.408
gcp:southamerica-east1-a,PREMIUM,n2-standard-4,gcp:us-west1-a,PREMIUM,n2-standard-4,,,,
gcp:asia-southeast1-a,PREMIUM,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
azure:germanywestcentral,PREMIUM,Standard_D2_v3,aws:ap-northeast-2,PREMIUM,m5.large,241.571,241.693,241.833,0.587
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,aws:me-south-1,PREMIUM,m5.large,97.854,97.947,98.186,0.359
gcp:asia-northeast1-a,STANDARD,n2-standard-4,gcp:us-west1-a,STANDARD,n2-standard-4,,,,
aws:ap-northeast-1,PREMIUM,m5.large,gcp:asia-southeast1-a,STANDARD,n2-standard-4,74.07,74.116,74.173,0.175
azure:eastasia,PREMIUM,Standard_D2_v3,aws:us-east-2,PREMIUM,m5.large,209.12,209.228,209.301,0.544
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:us-west1-a,PREMIUM,n2-standard-4,,,,
gcp:asia-east1-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,,,,
aws:us-east-2,PREMIUM,m5.large,gcp:europe-west2-a,PREMIUM,n2-standard-4,87.883,87.943,87.993,0.352
aws:us-west-1,PREMIUM,m5.large,gcp:us-central1-a,PREMIUM,n2-standard-4,50.282,50.474,50.792,0.315
aws:us-west-1,PREMIUM,m5.large,gcp:asia-east2-a,PREMIUM,n2-standard-4,150.684,151.168,151.438,0.422
aws:us-east-1,PREMIUM,m5.large,aws:ap-southeast-3,PREMIUM,m5.large,255.382,255.406,255.429,0.639
azure:westus3,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,107.799,107.966,108.085,0.397
azure:westus3,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,79.104,79.313,79.572,0.247
aws:af-south-1,PREMIUM,m5.large,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,404.098,404.157,404.244,0.288
aws:eu-west-1,PREMIUM,m5.large,aws:ap-southeast-2,PREMIUM,m5.large,255.871,255.901,255.934,0.554
gcp:asia-east1-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,STANDARD,n2-standard-4,,,,
aws:sa-east-1,PREMIUM,m5.large,aws:ap-southeast-3,PREMIUM,m5.large,349.354,349.363,349.379,0.647
azure:northcentralus,PREMIUM,Standard_D2_v3,gcp:asia-east2-a,PREMIUM,n2-standard-4,181.676,181.991,182.755,0.49
gcp:asia-east1-a,STANDARD,n2-standard-4,gcp:asia-northeast1-a,STANDARD,n2-standard-4,,,,
gcp:europe-west3-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,PREMIUM,n2-standard-4,,,,
gcp:europe-north1-a,STANDARD,n2-standard-4,gcp:europe-west2-a,STANDARD,n2-standard-4,,,,
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,338.482,338.682,339.3,0.341
gcp:europe-west1-b,STANDARD,n2-standard-4,gcp:us-west4-a,STANDARD,n2-standard-4,,,,
aws:eu-central-1,PREMIUM,m5.large,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,253.667,253.758,253.818,0.677
azure:westus,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,129.884,130.191,131.76,0.68
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:us-west4-a,STANDARD,n2-standard-4,,,,
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:europe-central2-a,PREMIUM,n2-standard-4,240.801,240.993,241.455,0.608
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,228.583,228.917,230.326,0.566
aws:me-south-1,PREMIUM,m5.large,gcp:asia-northeast3-a,STANDARD,n2-standard-4,236.606,236.687,236.777,0.053
gcp:australia-southeast1-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
aws:me-south-1,PREMIUM,m5.large,gcp:us-central1-a,STANDARD,n2-standard-4,182.439,182.516,182.612,0.543
azure:eastus,PREMIUM,Standard_D2_v3,gcp:europe-central2-a,PREMIUM,n2-standard-4,101.089,101.306,101.442,0.264
gcp:us-east4-a,PREMIUM,n2-standard-4,gcp:asia-south1-a,STANDARD,n2-standard-4,,,,
aws:ap-southeast-3,PREMIUM,m5.large,gcp:us-west4-a,PREMIUM,n2-standard-4,187.35,187.442,187.524,0.436
aws:eu-west-1,PREMIUM,m5.large,gcp:us-central1-a,PREMIUM,n2-standard-4,105.145,105.247,105.341,0.296
aws:eu-central-1,PREMIUM,m5.large,aws:ap-northeast-3,PREMIUM,m5.large,221.011,221.028,221.047,0.47
aws:eu-north-1,PREMIUM,m5.large,aws:eu-south-1,PREMIUM,m5.large,29.355,29.373,29.4,0.109
azure:eastasia,PREMIUM,Standard_D2_v3,aws:ap-southeast-1,PREMIUM,m5.large,32.297,32.38,32.433,0.122
gcp:northamerica-northeast1-a,PREMIUM,n2-standard-4,gcp:asia-northeast3-a,STANDARD,n2-standard-4,,,,
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,aws:ap-east-1,PREMIUM,m5.large,183.298,183.513,183.708,0.118
gcp:europe-north1-a,PREMIUM,n2-standard-4,gcp:us-east4-a,PREMIUM,n2-standard-4,,,,
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,STANDARD,n2-standard-4,216.449,216.669,217.184,0.549
aws:me-south-1,PREMIUM,m5.large,gcp:europe-north1-a,PREMIUM,n2-standard-4,131.217,131.327,131.588,0.447
gcp:asia-northeast1-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,,,,
gcp:asia-northeast3-a,PREMIUM,n2-standard-4,gcp:us-east4-a,STANDARD,n2-standard-4,,,,
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:europe-west2-a,PREMIUM,n2-standard-4,145.49,145.599,145.689,0.249
aws:ap-southeast-3,PREMIUM,m5.large,gcp:europe-west4-a,PREMIUM,n2-standard-4,266.109,266.21,266.303,0.694
azure:westus,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,PREMIUM,n2-standard-4,145.159,145.334,145.515,0.43
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,STANDARD,n2-standard-4,,,,
azure:centralindia,PREMIUM,Standard_D2_v3,gcp:northamerica-northeast1-a,STANDARD,n2-standard-4,216.884,217.016,217.262,0.599
azure:centralindia,PREMIUM,Standard_D2_v3,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,336.152,336.314,336.514,0.642
aws:eu-south-1,PREMIUM,m5.large,aws:us-east-1,PREMIUM,m5.large,99.31,99.332,99.389,0.282
aws:eu-west-1,PREMIUM,m5.large,gcp:europe-west2-a,PREMIUM,n2-standard-4,12.773,12.825,12.891,0.148
aws:us-west-2,PREMIUM,m5.large,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,138.066,138.155,138.359,0.343
aws:ap-southeast-1,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,256.844,256.988,257.177,0.561
azure:australiaeast,PREMIUM,Standard_D2_v3,aws:eu-north-1,PREMIUM,m5.large,281.201,281.493,282.732,0.681
aws:eu-west-1,PREMIUM,m5.large,aws:ap-east-1,PREMIUM,m5.large,222.858,222.876,222.9,0.597
gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast1-a,PREMIUM,n2-standard-4,gcp:asia-east1-a,STANDARD,n2-standard-4,,,,
gcp:europe-north1-a,PREMIUM,n2-standard-4,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,,,,
aws:eu-west-2,PREMIUM,m5.large,gcp:asia-southeast2-a,STANDARD,n2-standard-4,207.375,207.473,207.58,0.215
gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,gcp:us-east4-a,STANDARD,n2-standard-4,,,,
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:europe-central2-a,PREMIUM,n2-standard-4,38.201,38.457,38.654,0.222
azure:germanywestcentral,PREMIUM,Standard_D2_v3,gcp:australia-southeast1-a,STANDARD,n2-standard-4,281.467,281.604,281.791,0.483
azure:japaneast,PREMIUM,Standard_D2_v3,gcp:asia-south1-a,PREMIUM,n2-standard-4,129.014,129.467,129.95,0.433
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:asia-east1-a,STANDARD,n2-standard-4,210.918,211.029,211.181,0.586
gcp:asia-southeast2-a,STANDARD,n2-standard-4,gcp:australia-southeast1-a,STANDARD,n2-standard-4,,,,
aws:af-south-1,PREMIUM,m5.large,gcp:australia-southeast1-a,STANDARD,n2-standard-4,346.9,346.974,347.159,0.272
aws:eu-north-1,PREMIUM,m5.large,gcp:asia-northeast2-a,PREMIUM,n2-standard-4,253.624,253.684,253.776,0.453
azure:eastus,PREMIUM,Standard_D2_v3,aws:sa-east-1,PREMIUM,m5.large,114.715,114.838,115.343,0.229
azure:uksouth,PREMIUM,Standard_D2_v3,gcp:asia-south2-a,PREMIUM,n2-standard-4,163.549,163.849,164.927,0.573
aws:eu-west-2,PREMIUM,m5.large,aws:ap-south-1,PREMIUM,m5.large,113.713,113.726,113.745,0.151
aws:sa-east-1,PREMIUM,m5.large,gcp:southamerica-east1-a,STANDARD,n2-standard-4,3.593,3.686,3.783,0.049
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,aws:ca-central-1,PREMIUM,m5.large,101.942,102.103,102.938,0.494
aws:ap-southeast-3,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,261.522,261.596,261.776,0.067
gcp:asia-east2-a,STANDARD,n2-standard-4,gcp:asia-southeast2-a,STANDARD,n2-standard-4,,,,
azure:westeurope,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,PREMIUM,n2-standard-4,233.148,233.692,237.584,1.351
gcp:europe-west6-a,PREMIUM,n2-standard-4,gcp:europe-north1-a,STANDARD,n2-standard-4,,,,
aws:eu-central-1,PREMIUM,m5.large,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,211.904,211.952,212.039,0.619
aws:ap-northeast-2,PREMIUM,m5.large,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,175.087,175.174,175.335,0.566
aws:ap-southeast-3,PREMIUM,m5.large,gcp:asia-east2-a,STANDARD,n2-standard-4,55.629,55.851,56.944,0.426
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:australia-southeast1-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast1-a,PREMIUM,n2-standard-4,gcp:us-central1-a,PREMIUM,n2-standard-4,,,,
gcp:asia-east2-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,STANDARD,n2-standard-4,,,,
aws:ap-southeast-2,PREMIUM,m5.large,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,303.949,304.018,304.112,0.605
gcp:asia-south1-a,PREMIUM,n2-standard-4,gcp:northamerica-northeast2-a,PREMIUM,n2-standard-4,,,,
azure:switzerlandnorth,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,PREMIUM,n2-standard-4,188.619,188.766,188.949,0.447
azure:canadacentral,PREMIUM,Standard_D2_v3,gcp:asia-southeast2-a,STANDARD,n2-standard-4,237.037,238.447,249.571,3.75
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:us-west1-a,PREMIUM,n2-standard-4,297.62,297.779,297.924,0.354
aws:ap-southeast-2,PREMIUM,m5.large,gcp:europe-west1-b,STANDARD,n2-standard-4,314.496,314.551,314.626,0.255
gcp:asia-east1-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,PREMIUM,n2-standard-4,,,,
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:us-east4-a,STANDARD,n2-standard-4,67.512,67.604,67.715,0.268
aws:me-south-1,PREMIUM,m5.large,gcp:europe-west4-a,STANDARD,n2-standard-4,93.64,93.757,93.908,0.284
gcp:europe-west3-a,PREMIUM,n2-standard-4,gcp:us-east1-b,PREMIUM,n2-standard-4,,,,
aws:ap-southeast-2,PREMIUM,m5.large,gcp:europe-north1-a,PREMIUM,n2-standard-4,301.392,301.491,301.655,0.605
aws:af-south-1,PREMIUM,m5.large,gcp:us-west1-a,STANDARD,n2-standard-4,382.57,382.675,382.793,0.735
aws:eu-central-1,PREMIUM,m5.large,gcp:us-east1-b,PREMIUM,n2-standard-4,99.456,99.561,99.991,0.208
gcp:asia-east1-a,STANDARD,n2-standard-4,gcp:asia-east2-a,STANDARD,n2-standard-4,,,,
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:europe-north1-a,PREMIUM,n2-standard-4,,,,
azure:centralindia,PREMIUM,Standard_D2_v3,aws:eu-south-1,PREMIUM,m5.large,116.888,117.022,117.179,0.234
aws:ap-south-1,PREMIUM,m5.large,gcp:us-west4-a,PREMIUM,n2-standard-4,244.573,244.627,244.699,0.384
azure:koreacentral,PREMIUM,Standard_D2_v3,gcp:asia-south1-a,PREMIUM,n2-standard-4,144.888,145.252,145.786,0.478
azure:australiaeast,PREMIUM,Standard_D2_v3,aws:ca-central-1,PREMIUM,m5.large,213.426,213.697,215.108,0.702
gcp:europe-west6-a,PREMIUM,n2-standard-4,gcp:europe-west6-a,STANDARD,n2-standard-4,,,,
azure:northeurope,PREMIUM,Standard_D2_v3,gcp:asia-east1-a,PREMIUM,n2-standard-4,230.882,231.06,231.268,0.44
azure:westus3,PREMIUM,Standard_D2_v3,gcp:asia-south1-a,PREMIUM,n2-standard-4,239.431,239.643,240.217,0.532
aws:us-east-2,PREMIUM,m5.large,aws:us-east-1,PREMIUM,m5.large,11.379,11.419,11.539,0.115
aws:ca-central-1,PREMIUM,m5.large,aws:af-south-1,PREMIUM,m5.large,221.143,221.169,221.209,0.421
azure:centralindia,PREMIUM,Standard_D2_v3,gcp:us-west4-a,STANDARD,n2-standard-4,224.503,224.689,225.024,0.541
azure:westeurope,PREMIUM,Standard_D2_v3,aws:ap-northeast-3,PREMIUM,m5.large,227.351,227.452,227.574,0.312
azure:norwayeast,PREMIUM,Standard_D2_v3,gcp:us-east1-b,PREMIUM,n2-standard-4,116.207,116.335,116.494,0.316
azure:eastasia,PREMIUM,Standard_D2_v3,gcp:europe-west1-b,PREMIUM,n2-standard-4,206.225,206.326,206.45,0.359
azure:brazilsouth,PREMIUM,Standard_D2_v3,gcp:asia-northeast1-a,STANDARD,n2-standard-4,262.73,262.836,262.946,0.691
aws:us-west-1,PREMIUM,m5.large,gcp:asia-east1-a,STANDARD,n2-standard-4,174.649,174.727,174.853,0.421
aws:ap-south-1,PREMIUM,m5.large,gcp:asia-northeast1-a,PREMIUM,n2-standard-4,130.907,130.96,131.052,0.46
gcp:europe-west1-b,PREMIUM,n2-standard-4,gcp:southamerica-east1-a,STANDARD,n2-standard-4,,,,
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:us-east1-b,PREMIUM,n2-standard-4,,,,
azure:centralindia,PREMIUM,Standard_D2_v3,aws:sa-east-1,PREMIUM,m5.large,300.327,300.459,300.953,0.676
aws:eu-west-2,PREMIUM,m5.large,aws:ap-northeast-3,PREMIUM,m5.large,224.02,224.036,224.085,0.56
aws:sa-east-1,PREMIUM,m5.large,gcp:europe-north1-a,PREMIUM,n2-standard-4,217.55,217.639,217.701,0.627
gcp:asia-northeast1-a,STANDARD,n2-standard-4,gcp:europe-west1-b,STANDARD,n2-standard-4,,,,
aws:af-south-1,PREMIUM,m5.large,gcp:asia-south2-a,PREMIUM,n2-standard-4,311.864,311.962,312.052,0.708
aws:ca-central-1,PREMIUM,m5.large,gcp:us-east1-b,STANDARD,n2-standard-4,25.794,25.934,26.038,0.23
azure:francecentral,PREMIUM,Standard_D2_v3,gcp:asia-northeast3-a,STANDARD,n2-standard-4,221.999,222.196,222.299,0.228
gcp:us-west4-a,PREMIUM,n2-standard-4,gcp:us-west4-a,STANDARD,n2-standard-4,,,,
gcp:europe-west6-a,STANDARD,n2-standard-4,gcp:us-west4-a,STANDARD,n2-standard-4,,,,
azure:centralindia,PREMIUM,Standard_D2_v3,aws:eu-west-1,PREMIUM,m5.large,145.084,145.231,145.447,0.203
aws:us-west-1,PREMIUM,m5.large,aws:ap-southeast-1,PREMIUM,m5.large,178.387,178.412,178.45,0.016
gcp:asia-northeast2-a,PREMIUM,n2-standard-4,gcp:us-east4-a,STANDARD,n2-standard-4,,,,
gcp:australia-southeast2-a,PREMIUM,n2-standard-4,gcp:europe-west1-b,PREMIUM,n2-standard-4,,,,
aws:us-west-2,PREMIUM,m5.large,gcp:europe-west4-a,STANDARD,n2-standard-4,157.595,157.706,157.826,0.537
gcp:europe-west6-a,PREMIUM,n2-standard-4,gcp:us-west4-a,STANDARD,n2-standard-4,,,,
aws:ap-southeast-3,PREMIUM,m5.large,gcp:us-west4-a,STANDARD,n2-standard-4,191.27,191.349,191.431,0.393
gcp:asia-northeast3-a,PREMIUM,n2-standard-4,gcp:asia-southeast2-a,STANDARD,n2-standard-4,,,,
azure:uksouth,PREMIUM,Standard_D2_v3,aws:af-south-1,PREMIUM,m5.large,146.897,146.988,147.113,0.388
gcp:europe-west3-a,STANDARD,n2-standard-4,gcp:us-central1-a,STANDARD,n2-standard-4,,,,
aws:ap-northeast-3,PREMIUM,m5.large,gcp:europe-west3-a,STANDARD,n2-standard-4,223.534,223.63,223.759,0.477
azure:germanywestcentral,PREMIUM,Standard_D2_v3,aws:ap-northeast-3,PREMIUM,m5.large,219.922,219.99,220.119,0.516
azure:southafricanorth,PREMIUM,Standard_D2_v3,gcp:southamerica-west1-a,PREMIUM,n2-standard-4,373.961,374.097,374.39,0.783
azure:uaenorth,PREMIUM,Standard_D2_v3,gcp:southamerica-east1-a,PREMIUM,n2-standard-4,323.195,323.341,323.494,0.514
azure:canadacentral,PREMIUM,Standard_D2_v3,aws:ap-southeast-3,PREMIUM,m5.large,231.912,232.001,232.255,0.391
azure:brazilsouth,PREMIUM,Standard_D2_v3,aws:ap-southeast-1,PREMIUM,m5.large,333.183,333.512,334.188,0.457
gcp:asia-south2-a,PREMIUM,n2-standard-4,gcp:europe-west4-a,STANDARD,n2-standard-4,,,,
